SF	Word	Segmentation	Analysis	Freq
orɑnɯ	oranı	orɑn-ɯ	Stem-p3s	1994
resim	resim	resim	Stem	1993
stɑndɑrt	standart	stɑndɑrt	Stem	1983
ɯ	ı	ɯ	Stem	1974
bejɑz	beyaz	bejɑz	Stem	1974
dergii	dergisi	dergi-i	Stem-p3s	1968
ɑrɑmɑ	arama	ɑrɑ-mɑ	Stem-vn:inf	1967
sɑɰlɑɑn	sağlayan	sɑɰlɑ-ɑn	Stem-part:pres	1962
ølym	ölüm	ølym	Stem	1959
ʃekil	şekil	ʃekil	Stem	1958
deɰiʃiklik	değişiklik	deɰiʃik-lik	Stem-lik	1957
vb	vb	vb	Stem	1955
kemɑl	kemal	kemɑl	Stem	1950
jɑn	yan	jɑn	Stem	1950
ɑlmɑ	alma	ɑl-mɑ	Stem-vn:inf	1948
dyzenlenen	düzenlenen	dyzen-len-en	Stem-lan-part:pres	1945
iʃlemleri	işlemleri	iʃlem-ler-i	Stem-pl-p3s	1943
durumlɑrdɑ	durumlarda	durum-lɑr-dɑ	Stem-pl-loc	1937
henyz	henüz	henyz	Stem	1937
bizi	bizi	biz-i	Stem-acc	1935
deɰerli	değerli	deɰer-li	Stem-li	1924
yʤret	ücret	yʤret	Stem	1914
toprɑk	toprak	toprɑk	Stem	1913
temsil	temsil	temsil	Stem	1911
jɑʃ	yaş	jɑʃ	Stem	1910
birer	birer	bir-er	Stem-dist	1909
hɑjɑt	hayat	hɑjɑt	Stem	1907
jɑsɑl	yasal	jɑsɑl	Stem	1905
sɑjɯ	sayı	sɑjɯ	Stem	1903
jukɑrɯdɑ	yukarıda	jukɑrɯ-dɑ	Stem-loc	1902
ølʧyde	ölçüde	ølʧy-de	Stem-loc	1899
kurumu	kurumu	kurum-u	Stem-p3s	1899
ɑrɑlɯk	aralık	ɑrɑlɯk	Stem	1898
mɑddei	maddesi	mɑdde-i	Stem-p3s	1897
temin	temin	temin	Stem	1895
in	in	in	Stem	1883
geʤe	gece	geʤe	Stem	1877
ylkein	ülkenin	ylke-in	Stem-gen	1874
olumsuz	olumsuz	olumsuz	Stem	1869
kɑpɑlɯ	kapalı	kɑpɑlɯ	Stem	1860
olmɑ	olma	ol-mɑ	Stem-vn:inf	1858
temmuz	temmuz	temmuz	Stem	1855
jyzden	yüzden	jyz-den	Stem-abl	1852
kiʃiler	kişiler	kiʃi-ler	Stem-pl	1850
belge	belge	belge	Stem	1848
ormɑn	orman	ormɑn	Stem	1846
kɑʧ	kaç	kɑʧ	Stem	1840
net	net	net	Stem	1838
dosjɑ	dosya	dosjɑ	Stem	1837
kimse	kimse	kimse	Stem	1837
sivil	sivil	sivil	Stem	1837
not	not	not	Stem	1836
beni	beni	ben-i	Stem-acc	1834
sɑbit	sabit	sɑbit	Stem	1834
jɑpɯɯ	yapısı	jɑpɯ-ɯ	Stem-p3s	1830
renk	renk	renk	Stem	1827
toplɑntɯ	toplantı	toplɑntɯ	Stem	1827
toplumsɑl	toplumsal	toplum-sɑl	Stem-sal	1826
proʒei	projesi	proʒe-i	Stem-p3s	1823
ton	ton	ton	Stem	1823
ʧɯkɑr	çıkar	ʧɯkɑr	Stem	1821
iʃlemi	işlemi	iʃlem-i	Stem-p3s	1821
evet	evet	evet	Stem	1819
kodu	kodu	kod-u	Stem-p3s	1818
sonɑ	sona	son-ɑ	Stem-dat	1818
jɑdɑ	yada	jɑd-ɑ	Stem-dat	1818
mɑlzeme	malzeme	mɑlzeme	Stem	1812
doktorɑ	doktora	doktor-ɑ	Stem-dat	1811
rɑporu	raporu	rɑpor-u	Stem-p3s	1810
dɯʃɯ	dışı	dɯʃ-ɯ	Stem-p3s	1805
dili	dili	dil-i	Stem-p3s	1804
gerʧekten	gerçekten	gerʧekten	Stem	1802
erken	erken	erken	Stem	1801
sɑtɯn	satın	sɑtɯn	Stem	1801
dernek	dernek	dernek	Stem	1800
ortɑdɑn	ortadan	ortɑ-dɑn	Stem-abl	1797
uzmɑn	uzman	uzmɑn	Stem	1796
bɑsit	basit	bɑsit	Stem	1794
bɑtɯ	batı	bɑtɯ	Stem	1794
bɑnkɑ	banka	bɑnkɑ	Stem	1791
ʃubɑt	şubat	ʃubɑt	Stem	1778
ɑnɑbilim	anabilim	ɑnɑbilim	Stem	1777
ɑlɯnɑrɑk	alınarak	ɑlɯn-ɑrɑk	Stem-cv:erek	1772
bɑɰɯmsɯz	bağımsız	bɑɰɯmsɯz	Stem	1765
sorumlu	sorumlu	sorum-lu	Stem-li	1760
gynmyzde	günümüzde	gyn-myz-de	Stem-p1p-loc	1757
ɑkɑdemik	akademik	ɑkɑdemik	Stem	1753
ʃehir	şehir	ʃehir	Stem	1752
bɑɰlɑntɯ	bağlantı	bɑɰlɑntɯ	Stem	1751
jønetmelik	yönetmelik	jønetmelik	Stem	1750
gørevi	görevi	gørev-i	Stem-p3s	1743
jɑz	yaz	jɑz	Stem	1739
pɑʃɑ	paşa	pɑʃɑ	Stem	1738
myʤɑdele	mücadele	myʤɑdele	Stem	1736
millet	millet	millet	Stem	1734
pɑzɑr	pazar	pɑzɑr	Stem	1734
sorunu	sorunu	sorun-u	Stem-p3s	1734
myzik	müzik	myzik	Stem	1733
ʧoʤuklɑr	çocuklar	ʧoʤuk-lɑr	Stem-pl	1731
bɑnkɑɯ	bankası	bɑnkɑ-ɯ	Stem-p3s	1730
tɑsɑrɯm	tasarım	tɑsɑrɯm	Stem	1728
erkek	erkek	erkek	Stem	1726
ʧɑɰdɑʃ	çağdaş	ʧɑɰdɑʃ	Stem	1725
ujgulɑmɑlɑrɯ	uygulamaları	ujgulɑmɑ-lɑr-ɯ	Stem-pl-p3s	1722
bɑʃ	baş	bɑʃ	Stem	1719
hɑstɑlɯk	hastalık	hɑstɑlɯk	Stem	1718
dyzenli	düzenli	dyzen-li	Stem-li	1713
r	r	r	Stem	1712
uzɑk	uzak	uzɑk	Stem	1706
sermɑje	sermaye	sermɑje	Stem	1702
kimjɑsɑl	kimyasal	kimjɑ-sɑl	Stem-sal	1696
køj	köy	køj	Stem	1695
sɯʤɑk	sıcak	sɯʤɑk	Stem	1695
ɑlɑrɑk	alarak	ɑl-ɑrɑk	Stem-cv:erek	1694
ɑʤil	acil	ɑʤil	Stem	1691
kyltyrel	kültürel	kyltyrel	Stem	1691
dolɑr	dolar	dolɑr	Stem	1689
j	y	j	Stem	1685
jemek	yemek	jemek	Stem	1685
lytfen	lütfen	lytfen	Stem	1683
bølgede	bölgede	bølge-de	Stem-loc	1678
g	g	g	Stem	1678
olduklɑrɯ	oldukları	ol-duk-lɑrɯ	Stem-part:past-p3p	1672
deɰeri	değeri	deɰer-i	Stem-p3s	1668
øɰretmen	öğretmen	øɰretmen	Stem	1656
pɑrti	parti	pɑrti	Stem	1654
ɑmɑʧ	amaç	ɑmɑʧ	Stem	1653
sɯnɯf	sınıf	sɯnɯf	Stem	1653
syrede	sürede	syre-de	Stem-loc	1652
ojsɑ	oysa	ojsɑ	Stem	1646
sene	sene	sene	Stem	1640
kuzej	kuzey	kuzej	Stem	1638
dɑvɑ	dava	dɑvɑ	Stem	1627
test	test	test	Stem	1627
bɑʃlɑɑn	başlayan	bɑʃlɑ-ɑn	Stem-part:pres	1622
kiʃisel	kişisel	kiʃi-sel	Stem-sal	1622
kɑr	kar	kɑr	Stem	1621
olɑj	olay	olɑj	Stem	1619
dønemi	dönemi	dønem-i	Stem-p3s	1615
toplu	toplu	toplu	Stem	1615
geʧerli	geçerli	geʧerli	Stem	1610
sultɑn	sultan	sultɑn	Stem	1609
jɑjgɯn	yaygın	jɑjgɯn	Stem	1605
sorunlɑrɯ	sorunları	sorun-lɑr-ɯ	Stem-pl-acc	1603
hedef	hedef	hedef	Stem	1596
bɑskɯ	baskı	bɑskɯ	Stem	1593
ɑɰ	ağ	ɑɰ	Stem	1592
etkileri	etkileri	etki-ler-i	Stem-pl-acc	1590
geliʃme	gelişme	geliʃ-me	Stem-vn:inf	1588
ønemi	önemi	ønem-i	Stem-p3s	1586
konulɑrdɑ	konularda	konu-lɑr-dɑ	Stem-pl-loc	1583
kɑnunun	kanunun	kɑnun-un	Stem-gen	1579
sebep	sebep	sebep	Stem	1577
teklif	teklif	teklif	Stem	1575
ylkede	ülkede	ylke-de	Stem-loc	1574
sɑɰ	sağ	sɑɰ	Stem	1574
ʃube	şube	ʃube	Stem	1572
kɯz	kız	kɯz	Stem	1571
mesɑʒ	mesaj	mesɑʒ	Stem	1571
yrynler	ürünler	yryn-ler	Stem-pl	1569
kendii	kendisi	kendi-i	Stem-p3s	1568
fɑrk	fark	fɑrk	Stem	1567
jɑsɑ	yasa	jɑsɑ	Stem	1565
dɑlɯ	dalı	dɑl-ɯ	Stem-p3s	1562
ɑdres	adres	ɑdres	Stem	1561
kɑjnɑklɑrɯ	kaynakları	kɑjnɑk-lɑr-ɯ	Stem-pl-p3s	1560
n	n	n	Stem	1560
siʤil	sicil	siʤil	Stem	1559
birim	birim	birim	Stem	1558
kɑlp	kalp	kɑlp	Stem	1558
giren	giren	gir-en	Stem-part:pres	1557
sonuʧlɑrɯ	sonuçları	sonuʧ-lɑr-ɯ	Stem-pl-acc	1557
ɑɰustos	ağustos	ɑɰustos	Stem	1555
bugyne	bugüne	bugyn-e	Stem-dat	1555
iken	iken	i-ken	Stem-cv:ken	1555
iʃi	işi	iʃ-i	Stem-acc	1554
komisjon	komisyon	komisjon	Stem	1554
il	il	il	Stem	1552
iʃletme	işletme	iʃletme	Stem	1549
jɑʃɑɑn	yaşayan	jɑʃɑ-ɑn	Stem-part:pres	1547
ʧɑlɯʃmɑɯ	çalışması	ʧɑlɯʃ-mɑ-ɯ	Stem-vn:inf-p3s	1546
emnijet	emniyet	emnijet	Stem	1546
fiziksel	fiziksel	fizik-sel	Stem-sal	1546
kiʃilerin	kişilerin	kiʃi-ler-in	Stem-pl-gen	1546
ɑnne	anne	ɑnne	Stem	1545
kiʃilik	kişilik	kiʃilik	Stem	1545
hɑlkɯn	halkın	hɑlk-ɯn	Stem-gen	1544
kɑrʃɯlɯk	karşılık	kɑrʃɯlɯk	Stem	1543
ɑjni	ayni	ɑjni	Stem	1541
bilgii	bilgisi	bilgi-i	Stem-p3s	1540
ɑsɯl	asıl	ɑsɯl	Stem	1539
noktɑ	nokta	noktɑ	Stem	1538
bɑkɯm	bakım	bɑkɯm	Stem	1537
benzeri	benzeri	benzeri	Stem	1536
dɑkikɑ	dakika	dɑkikɑ	Stem	1531
ister	ister	ister	Stem	1531
dile	dile	dil-e	Stem-dat	1529
bɑʃtɑ	başta	bɑʃ-tɑ	Stem-loc	1527
hɑstɑɯn	hastanın	hɑstɑ-ɯn	Stem-gen	1520
mydyr	müdür	mydyr	Stem	1519
øɰrenʤiin	öğrencinin	øɰrenʤi-in	Stem-gen	1518
tesis	tesis	tesis	Stem	1518
ilɑve	ilave	ilɑve	Stem	1516
kɑrtɯ	kartı	kɑrt-ɯ	Stem-p3s	1515
mezun	mezun	mezun	Stem	1513
sonu	sonu	son-u	Stem-p3s	1511
km	km	km	Stem	1510
nyfus	nüfus	nyfus	Stem	1508
toplumun	toplumun	toplum-un	Stem-gen	1508
ermeni	ermeni	er-me-n-i	Stem-vn:inf-p2s-acc	1505
hɑfif	hafif	hɑfif	Stem	1504
jøntemleri	yöntemleri	jøntem-ler-i	Stem-pl-acc	1500
jɑvɑʃ	yavaş	jɑvɑʃ	Stem	1500
bɑrɯʃ	barış	bɑrɯʃ	Stem	1497
fen	fen	fen	Stem	1496
insɑnɯn	insanın	insɑn-ɯn	Stem-gen	1496
ojun	oyun	ojun	Stem	1496
sen	sen	sen	Stem	1496
ɑlɑnlɑrɯ	alanları	ɑlɑn-lɑr-ɯ	Stem-pl-p3s	1491
ɑnlɑmdɑ	anlamda	ɑnlɑm-dɑ	Stem-loc	1489
orɑdɑ	orada	orɑ-dɑ	Stem-loc	1486
sizi	sizi	siz-i	Stem-acc	1486
dyzejde	düzeyde	dyzej-de	Stem-loc	1482
gerekse	gerekse	gerekse	Stem	1480
hɑzɯrlɑnɑn	hazırlanan	hɑzɯr-lɑn-ɑn	Stem-lan-part:pres	1480
dɑir	dair	dɑir	Stem	1479
kɑrɑ	kara	kɑrɑ	Stem	1479
zengin	zengin	zengin	Stem	1479
teʃvik	teşvik	teʃvik	Stem	1476
odɑɯ	odası	odɑ-ɯ	Stem-p3s	1474
ylkeler	ülkeler	ylke-ler	Stem-pl	1470
kɑliteli	kaliteli	kɑlite-li	Stem-li	1470
polis	polis	polis	Stem	1470
teʃekkyr	teşekkür	teʃekkyr	Stem	1470
film	film	film	Stem	1469
formu	formu	form-u	Stem-p3s	1467
progrɑmlɑrɯ	programları	progrɑm-lɑr-ɯ	Stem-pl-p3s	1467
gøryʃ	görüş	gøryʃ	Stem	1463
neler	neler	ne-ler	Stem-pl	1458
tɑne	tane	tɑne	Stem	1456
renkli	renkli	renk-li	Stem-li	1455
hɑjvɑn	hayvan	hɑjvɑn	Stem	1453
birejsel	bireysel	birej-sel	Stem-sal	1451
iʃe	işe	iʃ-e	Stem-dat	1450
dolu	dolu	dolu	Stem	1449
ønʤei	öncesi	ønʤe-i	Stem-p3s	1442
birlik	birlik	birlik	Stem	1441
etki	etki	etki	Stem	1439
tɑhmin	tahmin	tɑhmin	Stem	1438
ɑdɑj	aday	ɑdɑj	Stem	1437
gɯdɑ	gıda	gɯdɑ	Stem	1436
tytyn	tütün	tytyn	Stem	1436
muɑjene	muayene	muɑjene	Stem	1433
gørynty	görüntü	gørynty	Stem	1432
jyz	yüz	jyz	Stem	1432
is	is	is	Stem	1431
tɑkɯm	takım	tɑkɯm	Stem	1431
enstityy	enstitüsü	enstity-y	Stem-p3s	1427
mesleki	mesleki	mesleki	Stem	1426
kɑrt	kart	kɑrt	Stem	1424
binɑ	bina	binɑ	Stem	1421
gyneʃ	güneş	gyneʃ	Stem	1421
enstity	enstitü	enstity	Stem	1420
kent	kent	kent	Stem	1420
kɑnunu	kanunu	kɑnun-u	Stem-p3s	1419
deme	demek	de-me	Stem-vn:inf	1416
kulɑk	kulak	kulɑk	Stem	1414
ʧoʤuklɑrɯn	çocukların	ʧoʤuk-lɑr-ɯn	Stem-pl-gen	1413
jerlerde	yerlerde	jer-ler-de	Stem-pl-loc	1411
ɑdɑm	adam	ɑdɑm	Stem	1410
sɑvunmɑ	savunma	sɑvun-mɑ	Stem-vn:inf	1410
petrol	petrol	petrol	Stem	1409
hizmetler	hizmetler	hizmet-ler	Stem-pl	1408
tez	tez	tez	Stem	1404
iʃɑret	işaret	iʃɑret	Stem	1402
miktɑrɯ	miktarı	miktɑr-ɯ	Stem-p3s	1402
mutlu	mutlu	mutlu	Stem	1402
ɑmerikɑn	amerikan	ɑmerikɑn	Stem	1401
din	din	din	Stem	1401
oj	oy	oj	Stem	1400
sinir	sinir	sinir	Stem	1395
ɑrtɯʃ	artış	ɑrt-ɯʃ	Stem-vn:yis	1393
ynly	ünlü	ynly	Stem	1392
jɯllɑr	yıllar	jɯl-lɑr	Stem-pl	1392
ɑʃɯrɯ	aşırı	ɑʃɯrɯ	Stem	1388
etme	etme	et-me	Stem-vn:inf	1388
teknoloʒik	teknolojik	teknoloʒik	Stem	1387
genelde	genelde	genelde	Stem	1386
disiplin	disiplin	disiplin	Stem	1385
jøntemi	yöntemi	jøntem-i	Stem-p3s	1385
bɑkɑnɯ	bakanı	bɑkɑn-ɯ	Stem-p3s	1383
sorunlɑr	sorunlar	sorun-lɑr	Stem-pl	1383
listei	listesi	liste-i	Stem-p3s	1380
ʤɑm	cam	ʤɑm	Stem	1378
jeʃil	yeşil	jeʃil	Stem	1378
ɑdɯm	adım	ɑdɯm	Stem	1377
ilɑʧ	ilaç	ilɑʧ	Stem	1376
gøren	gören	gør-en	Stem-part:pres	1375
blok	blok	blok	Stem	1373
video	video	video	Stem	1373
boʃ	boş	boʃ	Stem	1372
ylkelerde	ülkelerde	ylke-ler-de	Stem-pl-loc	1371
beledijei	belediyesi	beledije-i	Stem-p3s	1371
doɰɑn	doğan	doɰ-ɑn	Stem-part:pres	1371
rol	rol	rol	Stem	1371
inʤe	ince	inʤe	Stem	1370
klinik	klinik	klinik	Stem	1369
gɑz	gaz	gɑz	Stem	1368
rekɑbet	rekabet	rekɑbet	Stem	1368
sɯrɑdɑ	sırada	sɯrɑ-dɑ	Stem-loc	1368
bɑkɑnlɑr	bakanlar	bɑkɑn-lɑr	Stem-pl	1366
kim	kim	kim	Stem	1366
gynde	günde	gyn-de	Stem-loc	1365
durumɑ	duruma	durum-ɑ	Stem-dat	1359
døviz	döviz	døviz	Stem	1356
demokrɑtik	demokratik	demokrɑtik	Stem	1356
biliʃim	bilişim	biliʃim	Stem	1355
bytʧe	bütçe	bytʧe	Stem	1352
ortɑmdɑ	ortamda	ortɑm-dɑ	Stem-loc	1351
gymryk	gümrük	gymryk	Stem	1350
hɑstɑlɑrɯn	hastaların	hɑstɑ-lɑr-ɯn	Stem-pl-gen	1350
jɑpɑrɑk	yaparak	jɑp-ɑrɑk	Stem-cv:erek	1350
gizli	gizli	gizli	Stem	1345
herkesin	herkesin	herkes-in	Stem-gen	1345
trɑfik	trafik	trɑfik	Stem	1342
verimli	verimli	verim-li	Stem-li	1341
gyvenli	güvenli	gyven-li	Stem-li	1340
sol	sol	sol	Stem	1340
ɑltɯn	altın	ɑltɯn	Stem	1339
imzɑ	imza	imzɑ	Stem	1339
okulu	okulu	okul-u	Stem-p3s	1339
dersler	dersler	ders-ler	Stem-pl	1335
ʃejler	şeyler	ʃej-ler	Stem-pl	1334
ɑʧɯdɑn	açıdan	ɑʧɯ-dɑn	Stem-abl	1333
tekstil	tekstil	tekstil	Stem	1333
olɑmɑz	olamaz	olɑmɑz	Stem	1331
idɑri	idari	idɑri	Stem	1330
kongrei	kongresi	kongre-i	Stem-p3s	1330
mobil	mobil	mobil	Stem	1327
sɑbɑh	sabah	sɑbɑh	Stem	1326
l	l	l	Stem	1323
ʤerrɑhi	cerrahi	ʤerrɑhi	Stem	1322
kurumsɑl	kurumsal	kurum-sɑl	Stem-sal	1321
øɰrenʤilere	öğrencilere	øɰrenʤi-ler-e	Stem-pl-dat	1318
idɑre	idare	idɑre	Stem	1317
hɑjɯr	hayır	hɑjɯr	Stem	1316
hepi	hepsi	hep-i	Stem-p3s	1316
gɑzi	gazi	gɑzi	Stem	1315
gynej	güney	gynej	Stem	1314
tɯbbi	tıbbi	tɯbbi	Stem	1314
jyksekøɰretim	yükseköğretim	jyksekøɰretim	Stem	1314
ɑdli	adli	ɑdli	Stem	1311
ʤɑnlɯ	canlı	ʤɑnlɯ	Stem	1311
jɯlɯn	yılın	jɯl-ɯn	Stem-gen	1310
hɑt	hat	hɑt	Stem	1307
iʃin	işin	iʃ-in	Stem-gen	1305
søzleʃme	sözleşme	søzleʃme	Stem	1304
iʃleri	işleri	iʃ-ler-i	Stem-pl-p3s	1303
liste	liste	liste	Stem	1302
mɑtemɑtik	matematik	mɑtemɑtik	Stem	1301
metin	metin	metin	Stem	1298
tɑʃɯɑn	taşıyan	tɑʃɯ-ɑn	Stem-part:pres	1296
burɑɑ	buraya	burɑ-ɑ	Stem-dat	1295
syreli	süreli	syre-li	Stem-li	1295
ujum	uyum	ujum	Stem	1295
geʧiʃ	geçiş	geʧ-iʃ	Stem-vn:yis	1294
hykymleri	hükümleri	hykym-ler-i	Stem-pl-p3s	1292
ɑjrɯntɯlɯ	ayrıntılı	ɑjrɯntɯ-lɯ	Stem-li	1291
dɑjɑlɯ	dayalı	dɑjɑlɯ	Stem	1287
geleneksel	geleneksel	gelenek-sel	Stem-sal	1286
ɑdɑlet	adalet	ɑdɑlet	Stem	1285
jukɑrɯdɑki	yukarıdaki	jukɑrɯ-dɑ-ki	Stem-loc-ki	1285
bølymde	bölümde	bølym-de	Stem-loc	1280
ihɑle	ihale	ihɑle	Stem	1279
sektør	sektör	sektør	Stem	1279
hɑzɯrlɯk	hazırlık	hɑzɯrlɯk	Stem	1275
soɰuk	soğuk	soɰuk	Stem	1275
yʤreti	ücreti	yʤret-i	Stem-p3s	1270
ʧift	çift	ʧift	Stem	1268
dereʤede	derecede	dereʤe-de	Stem-loc	1268
personelin	personelin	personel-in	Stem-gen	1268
ɑjɯ	ayı	ɑj-ɯ	Stem-p3s	1267
tedɑvii	tedavisi	tedɑvi-i	Stem-p3s	1267
hekim	hekim	hekim	Stem	1266
kɑrʃɯn	karşın	kɑrʃɯn	Stem	1266
teknoloʒii	teknolojisi	teknoloʒi-i	Stem-p3s	1266
ip	ip	ip	Stem	1263
kuru	kuru	kuru	Stem	1263
derin	derin	derin	Stem	1261
model	model	model	Stem	1259
ɑlɑnɑ	alana	ɑlɑn-ɑ	Stem-dat	1258
jyrytme	yürütme	jyrytme	Stem	1258
silɑh	silah	silɑh	Stem	1257
bulunmɑɯ	bulunması	bulun-mɑ-ɯ	Stem-vn:inf-p3s	1256
jøntem	yöntem	jøntem	Stem	1255
gyven	güven	gyven	Stem	1254
ekip	ekip	ekip	Stem	1251
ekrɑn	ekran	ekrɑn	Stem	1251
orgɑnize	organize	orgɑnize	Stem	1249
ujgulɑmɑɯ	uygulaması	ujgulɑmɑ-ɯ	Stem-p3s	1249
jɑɰ	yağ	jɑɰ	Stem	1248
bølgei	bölgesi	bølge-i	Stem-p3s	1247
ege	ege	ege	Stem	1247
kullɑnmɑ	kullanmak	kullɑn-mɑ	Stem-vn:inf	1247
ujgulɑmɑlɑr	uygulamalar	ujgulɑmɑ-lɑr	Stem-pl	1247
dɑire	daire	dɑire	Stem	1245
konferɑns	konferans	konferɑns	Stem	1244
iptɑl	iptal	iptɑl	Stem	1243
tyry	türü	tyr-y	Stem-p3s	1243
plɑn	plan	plɑn	Stem	1241
myhendislik	mühendislik	myhendis-lik	Stem-lik	1240
sonuʧlɑr	sonuçlar	sonuʧ-lɑr	Stem-pl	1239
burɑdɑn	buradan	burɑ-dɑn	Stem-abl	1238
risk	risk	risk	Stem	1238
ɑrɑɑ	araya	ɑrɑ-ɑ	Stem-dat	1237
ɑkʃɑm	akşam	ɑkʃɑm	Stem	1236
sistemin	sistemin	sistem-in	Stem-gen	1235
genʧlik	gençlik	genʧ-lik	Stem-lik	1234
meʤlis	meclis	meʤlis	Stem	1233
sitei	sitesi	site-i	Stem-p3s	1233
jolɑ	yola	jol-ɑ	Stem-dat	1233
progrɑmɯn	programın	progrɑm-ɯn	Stem-gen	1229
sɑjɯsɑl	sayısal	sɑjɯ-sɑl	Stem-sal	1228
gynlerde	günlerde	gyn-ler-de	Stem-pl-loc	1222
konuʃmɑ	konuşma	konuʃ-mɑ	Stem-vn:inf	1222
dyʃynʤe	düşünce	dyʃynʤe	Stem	1219
dɑvet	davet	dɑvet	Stem	1217
ɑnɑlizi	analizi	ɑnɑliz-i	Stem-p3s	1216
temiz	temiz	temiz	Stem	1212
dyzenleme	düzenleme	dyzenle-me	Stem-vn:inf	1211
iʃlemler	işlemler	iʃlem-ler	Stem-pl	1211
komisjonu	komisyonu	komisjon-u	Stem-p3s	1207
geliʃmeler	gelişmeler	geliʃ-me-ler	Stem-vn:inf-pl	1205
mɑden	maden	mɑden	Stem	1205
hɑstɑlɑrdɑ	hastalarda	hɑstɑ-lɑr-dɑ	Stem-pl-loc	1204
mɑddi	maddi	mɑddi	Stem	1204
rɑhɑt	rahat	rɑhɑt	Stem	1204
ɑnɑliz	analiz	ɑnɑliz	Stem	1203
gørevleri	görevleri	gørev-ler-i	Stem-pl-p3s	1203
diʃ	diş	diʃ	Stem	1202
klɑsik	klasik	klɑsik	Stem	1200
plɑstik	plastik	plɑstik	Stem	1199
jɑpmɑ	yapma	jɑp-mɑ	Stem-vn:inf	1199
jedek	yedek	jedek	Stem	1198
olmɑdɑn	olmadan	ol-mɑ-dɑn	Stem-vn:inf-abl	1195
suʧ	suç	suʧ	Stem	1195
ønmyzdeki	önümüzdeki	øn-myz-de-ki	Stem-p1p-loc-ki	1194
teʃkil	teşkil	teʃkil	Stem	1192
jerli	yerli	jerli	Stem	1192
hɑjɑtɑ	hayata	hɑjɑt-ɑ	Stem-dat	1190
ylkelerin	ülkelerin	ylke-ler-in	Stem-pl-gen	1187
ʤɑn	can	ʤɑn	Stem	1187
ɑmɑʧlɯ	amaçlı	ɑmɑʧ-lɯ	Stem-li	1186
eriʃim	erişim	eriʃim	Stem	1185
demir	demir	demir	Stem	1183
devleti	devleti	devlet-i	Stem-p3s	1183
verme	verme	ver-me	Stem-vn:inf	1183
deɰiʃim	değişim	deɰiʃim	Stem	1181
emin	emin	emin	Stem	1179
mɑkinɑ	makina	mɑkinɑ	Stem	1178
numɑrɑɯ	numarası	numɑrɑ-ɯ	Stem-p3s	1177
mɑkine	makine	mɑkine	Stem	1172
deɰiʃiklikler	değişiklikler	deɰiʃik-lik-ler	Stem-lik-pl	1169
konulɑr	konular	konu-lɑr	Stem-pl	1169
yʤretsiz	ücretsiz	yʤret-siz	Stem-siz	1167
mɑddeler	maddeler	mɑdde-ler	Stem-pl	1163
ujgulɑmɑɑ	uygulamaya	ujgulɑmɑ-ɑ	Stem-dat	1163
iʃʧi	işçi	iʃʧi	Stem	1161
miktɑr	miktar	miktɑr	Stem	1161
gørevli	görevli	gørev-li	Stem-li	1160
jɑnɯsɯrɑ	yanısıra	jɑnɯsɯrɑ	Stem	1160
tɑhsil	tahsil	tɑhsil	Stem	1158
jetki	yetki	jetki	Stem	1158
kimjɑ	kimya	kimjɑ	Stem	1155
ɑrtɑn	artan	ɑrt-ɑn	Stem-part:pres	1154
jønde	yönde	jøn-de	Stem-loc	1152
ʧelik	çelik	ʧelik	Stem	1150
bilgilerin	bilgilerin	bilgi-ler-in	Stem-pl-gen	1148
hɑllerde	hallerde	hɑl-ler-de	Stem-pl-loc	1148
ks	x	ks	Stem	1148
deɰerleri	değerleri	deɰer-ler-i	Stem-pl-p3s	1147
motor	motor	motor	Stem	1147
proʒein	projenin	proʒe-in	Stem-gen	1147
ɑksi	aksi	ɑksi	Stem	1146
fɑkylte	fakülte	fɑkylte	Stem	1145
edebijɑt	edebiyat	edebijɑt	Stem	1144
mɑhkeme	mahkeme	mɑhkeme	Stem	1143
sevgi	sevgi	sevgi	Stem	1142
ɑhʃɑp	ahşap	ɑhʃɑp	Stem	1141
etmei	etmesi	et-me-i	Stem-vn:inf-p3s	1141
mm	mm	mm	Stem	1141
ɑteʃ	ateş	ɑteʃ	Stem	1140
kuruluun	kurulunun	kurul-u-un	Stem-p3s-gen	1139
syt	süt	syt	Stem	1138
kullɑnmɑ	kullanma	kullɑn-mɑ	Stem-vn:inf	1137
gɑrɑnti	garanti	gɑrɑnti	Stem	1136
jɑzɑr	yazar	jɑzɑr	Stem	1134
ɯʃɯk	ışık	ɯʃɯk	Stem	1131
tɑjin	tayin	tɑjin	Stem	1130
ɑrkɑ	arka	ɑrkɑ	Stem	1129
kɑtɯlɑn	katılan	kɑtɯl-ɑn	Stem-part:pres	1128
jɑpmɑɑ	yapmaya	jɑp-mɑ-ɑ	Stem-vn:inf-dat	1128
detɑjlɯ	detaylı	detɑj-lɯ	Stem-li	1126
geʧmiʃ	geçmiş	geʧmiʃ	Stem	1125
miktɑrdɑ	miktarda	miktɑr-dɑ	Stem-loc	1124
tɑʃ	taş	tɑʃ	Stem	1124
sijɑsɑl	siyasal	sijɑ-sɑl	Stem-sal	1123
tesʤil	tescil	tesʤil	Stem	1123
stɑʒ	staj	stɑʒ	Stem	1122
grɑfik	grafik	grɑfik	Stem	1121
eʃit	eşit	eʃit	Stem	1120
ylkemizin	ülkemizin	ylke-miz-in	Stem-p1p-gen	1117
ɑrɑzi	arazi	ɑrɑzi	Stem	1117
geliʃen	gelişen	geliʃ-en	Stem-part:pres	1116
